sent_id	sent_tag	sent_text	root	advmod_pres	acomp_pres	xcomp_pres
1	O	The tale of how tasteful London became a heavyweight art world contender in the 90s is a remarkable one that Joshua Compston played a dramatic part in	became	1	1	0
2	O	A new exhibit Factual Nonsense A Guide for the Perplexed at the CHART Gallery in London examines the legacy of the often aggravating prodigy who came up with an innovative series of curatorial ideas that would later be widely adopted who single handedly turned down at the heels neighborhoods Hoxton and Shoreditch into socio cultural Alpha zones and who died after ingesting ether in March 1996 either at or after leaving the Jean Michel Basquiat opening at the Serpentine Gallery	exhibit	1	0	0
3	F	Basquiat had overdosed in 1988 at the age of 28	overdosed	0	0	0
4	F	Compston as he had often predicted died at 25	Compston	1	0	0
5	F	By then he was broke and his gallery was cratering	broke	0	0	0
6	O	The following year Charles Saatchi s show Sensation opened at the Royal Academy and the artists Compston had promoted and pestered went into orbit as the YBAs Young British Artists	opened	0	0	0
7	F	They were soon even tabloid famous	were	1	1	0
8	F	Joshua Compston was a posh boy his father a high court judge his grandfather a rear admiral	was	0	0	0
9	O	He homed in on art early arriving on Peter Blake s doorstep when he was 12 with a collection of ephemera he thought the artist might fancy	homed	1	0	0
10	F	He attended the venerable Courtauld Institute and decided to shake it up by showing the art being made by the then unnamed YBAs	attended	1	0	1
11	F	In search of moolah to support this operation he wrote to the 500 names on The Sunday Times s Rich List	In	0	0	0
12	O	The collector Jeremy Fry came up with the necessary funds and was sufficiently impressed by the teenager s derring do that he brought the Duchess of Westminster aboard as a co sponsor	came	1	0	1
13	O	Compston managed all this without the say so of the Courtauld which sent him a stinging letter	managed	0	0	0
14	O	But Compston plunged on	plunged	0	0	0
15	O	The show which opened in 1991 featured a bevy of young artists including Damien Hirst Gavin Turk and Langlands Bell alongside such comparative elders as Gilbert George who had met the teenage impresario and been quite impressed and Howard Hodgkin	featured	1	1	0
16	F	Later that same year he opened a gallery Factual Nonsense	opened	1	0	0
